ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,SD_SCHUL_CODE,SCHUL_NM,ENG_SCHUL_NM,SCHUL_KND_SC_NM,HS_SC_NM,HS_GNRL_BUSNS_SC_NM,SPCLY_PURPS_HS_ORD_NM,ENE_BFE_SEHF_SC_NM,LCTN_SC_NM,ORG_RDNMA,ORG_TELNO,HMPG_ADRES,FOND_SC_NM,COEDU_SC_NM,FOND_YMD
D10,대구광역시교육청,7240294,대구중앙고등학교,Daegu Joongang High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 수성구 신천동로 496,053-231-1900,http://ja.hs.kr,사립,남여공학,19520620
D10,대구광역시교육청,7240206,대구체육고등학교,Daegu Physical Education High School,고등학교,특목고,일반계,체육계열,전기,대구광역시,대구광역시 북구 칠곡중앙대로136길 29,053-231-7900,https://cheyuk.dge.hs.kr/,공립,남여공학,20030301
D10,대구광역시교육청,7240462,대구하이텍고등학교,DAEGU HITECH HIGH SCHOOL,고등학교,특성화고,전문계,,전기,대구광역시,대구광역시 달서구 학산남로 50,053-231-8713,https://hitech.dge.hs.kr,공립,남여공학,19910311
D10,대구광역시교육청,7240084,대구혜화여자고등학교,Daegu Hyehwa girls high school,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 수성구 교학로12길 62,053-235-8000,https://hyehwa.dge.hs.kr,사립,여,19831121
D10,대구광역시교육청,7240085,대륜고등학교,DAE-RYUN HIGH SCHOOL,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 수성구 달구벌대로 2700,053-756-9501,http://daeryun.dge.hs.kr,사립,남,19210915
D10,대구광역시교육청,7240516,대명고등학교,daemyeong highschool,고등학교,특성화고,전문계,,전기,대구광역시,대구광역시 남구 현충로40길 50,053-235-9190,http://dmh.dge.hs.kr,사립,여,19530523
D10,대구광역시교육청,7240216,대원고등학교,daewon high school,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 달성군 화원읍 비슬로 2658,053-234-9420,https://daewon.dge.hs.kr,사립,남여공학,19810115
D10,대구광역시교육청,7240271,대진고등학교,Daejin High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 달서구 화암로73길 15,82-53)231-6572,http://www.dj.dge.hs.kr,공립,남여공학,20070301
D10,대구광역시교육청,7240086,덕원고등학교,Dukwon High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 수성구 욱수길 37,053-235-5346,http://dukwon.dge.hs.kr,사립,남여공학,19791121
D10,대구광역시교육청,7240203,도원고등학교,Dowon High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 달서구 미리샘길 52,053-231-6000,https://dowon.dge.hs.kr/,공립,남여공학,20011201
D10,대구광역시교육청,7240222,동문고등학교,Dongmoon High School,고등학교,일반고,일반계,,후기,대구광역시,대구광역시 수성구 효행로 17,053-231-6200,http://www.dongmoon.dge.hs.kr,공립,남여공학,20040301
D10,대구광역시교육청,7240272,매천고등학교,Maecheon High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 북구 매전로 70,053-231-6700,http://maecheon.dge.hs.kr,공립,남여공학,20080301
D10,대구광역시교육청,7240394,비슬고등학교,BISEUL,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 달성군 현풍읍 테크노북로 100,053-231-9800,http://biseul.dge.hs.kr,공립,남여공학,20170301
D10,대구광역시교육청,7240356,상서고등학교,Sangsuh High School,고등학교,특성화고,전문계,,전기,대구광역시,대구광역시 달서구 야외음악당로 107,053-235-9550,https://sangsuh.dge.hs.kr/,사립,남여공학,19620317
D10,대구광역시교육청,7240187,상인고등학교,Sang-In High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 달서구 상인로 24,053-231-5160,http://sangin.dge.hs.kr/,공립,남여공학,20010301
D10,대구광역시교육청,7240090,성광고등학교,Seonggwang High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 북구 검단로 150,053-235-4785,https://seonggwang.dge.hs.kr/,사립,남,19540908
D10,대구광역시교육청,7240204,성산고등학교,Seongsan high school,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 달서구 새방로7길 33,053-231-5700,https://seongsan.dge.hs.kr/,공립,남여공학,20030301
D10,대구광역시교육청,7240064,성서고등학교,sungseo high school,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 달서구 선원로 221,053-231-4800,http://www.sshigh.hs.kr/,공립,남여공학,19990225
D10,대구광역시교육청,7240091,성화여자고등학교,SungHwa Girls  High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 북구 복현로 140,053-235-7680,http://www.sunghwa.dge.hs.kr,사립,여,19800124
D10,대구광역시교육청,7240092,송현여자고등학교,SongHyun Girls High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 달서구 송현로 156,053-235-7800,https://songhyun.dge.hs.kr/,사립,여,19791121
D10,대구광역시교육청,7240259,수성고등학교,Suseong High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 수성구 용학로28길 36,053-231-6436,https://suseong.dge.hs.kr/,공립,여,20060301
D10,대구광역시교육청,7240065,시지고등학교,Siji High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 수성구 신매로 6,053-231-4680,https://siji.dge.hs.kr/,공립,남여공학,19990225
D10,대구광역시교육청,7240218,신명고등학교,Sinmyeong High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 중구 국채보상로102길 48,053-235-8440,sm.dge.hs.kr,사립,남여공학,19021023
D10,대구광역시교육청,7240094,심인고등학교,SIMIN HIGH SCHOOL,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 달성군 다사읍 대실역남로1길 5,053-235-5101,https://simin.dge.hs.kr,사립,남,19570328
D10,대구광역시교육청,7240095,영남고등학교,Yeungnam High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 달서구 월곡로 300,053-235-4000,http://yeungnam.dge.hs.kr,사립,남,19350401
D10,대구광역시교육청,7240144,영남공업고등학교,YOUNGNAM TECHNICAL HIGH SCHOOL,고등학교,특성화고,전문계,,전기,대구광역시,대구광역시 수성구 교학로 96,053-235-8600,http://ynth.dge.hs.kr,사립,남여공학,19491224
D10,대구광역시교육청,7240096,영송여자고등학교,YOUNGSONG GIRL'S HIGH SCHOOL,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 북구 태전로 92,053-235-8170,http://youngsong.dge.hs.kr,사립,여,19790105
D10,대구광역시교육청,7240097,영신고등학교,Young-Shin High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 동구 팔공로50길 32,053-235-4700,http://ys.dge.hs.kr,사립,남여공학,19461017
D10,대구광역시교육청,7240098,영진고등학교,YEUNG JIN HIGH SCHOOL,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 북구 동북로57길 9,053-235-5500,yeungjin.dge.hs.kr,사립,남,19720211
D10,대구광역시교육청,7240099,오성고등학교,osung high school,고등학교,일반고,일반계,,전기,대구광역시,대구 수성구 달구벌대로522길 78,053-235-5200,http://osung.dge.hs.kr/,사립,남,19531224
D10,대구광역시교육청,7240182,와룡고등학교,Waryong High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 달서구 선원로23북길 20,053-231-5030,http://waryong.dge.hs.kr,공립,남여공학,20000219
D10,대구광역시교육청,7240188,운암고등학교,Woonam High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 북구 학정로 378,053-231-5350,woonam.dge.hs.kr,공립,남여공학,20020301
D10,대구광역시교육청,7240100,원화여자고등학교,Wonhwa Girls' High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 달서구 당산로30길 30,053-235-7101,https://wonhwa.dge.hs.kr,사립,여,19550225
D10,대구광역시교육청,7240101,정동고등학교,JungDong High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 동구 용계로1길 49,053-235-5800,https://jungdong.dge.hs.kr,사립,남,19810115
D10,대구광역시교육청,7240102,정화여자고등학교,Jung-Hwa Girls High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 수성구 청호로84길 123,053-235-7311,http://www.junghwa.dge.hs.kr,사립,여,19711227
D10,대구광역시교육청,7240402,조일고등학교,Choil High School,고등학교,특성화고,전문계,,전기,대구광역시,대구광역시 동구 신덕로 136-11,053-235-9000,https://choil.dge.hs.kr,사립,남여공학,19741220
D10,대구광역시교육청,7240103,청구고등학교,CheongGu High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 동구 국채보상로 827,053-235-5000,http://www.cg.dge.hs.kr,사립,남,19631224
D10,대구광역시교육청,7240282,칠성고등학교,Chilseong High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 북구 칠성로 13,053-231-6910,http://chilseong.dge.hs.kr,공립,남,20080925
D10,대구광역시교육청,7240189,포산고등학교,Posan High School,고등학교,자율고,일반계,,전기,대구광역시,대구광역시 달성군 현풍읍 비슬로 556-13,053-231-5300,http://posan.dge.hs.kr,공립,남여공학,19671229
D10,대구광역시교육청,7240207,학남고등학교,Hak-Nam High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 북구 학남로 78,053-231-5870,http://haknam.dge.hs.kr,공립,남여공학,20030301
D10,대구광역시교육청,7240273,함지고등학교,HAMJI HIGH SCHOOL,고등학교,일반고,일반계,,후기,대구광역시,대구광역시 북구 학정로48길 46,053-231-6840,http://www.hamji.dge.hs.kr,공립,남여공학,20080301
D10,대구광역시교육청,7240104,현풍고등학교,Hyun Pung High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 달성군 현풍읍 비슬로 675,053-235-6249,hyunpung.dge.hs.kr,사립,남여공학,19540306
D10,대구광역시교육청,7240105,협성고등학교,Hyup Sung High School,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 남구 효성로 33,053-235-6166,http://hyupsung.dge.hs.kr,사립,남,19550324
D10,대구광역시교육청,7240283,호산고등학교,Hosan High School,고등학교,일반고,일반계,,후기,대구광역시,대구광역시 달서구 달서대로109길 86,053-231-7100,https://hosan.dge.hs.kr/,공립,남여공학,20090301
D10,대구광역시교육청,7240209,화원고등학교,hwawon high school,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 달성군 화원읍 비슬로 2458,053-231-5462,http://hwawon.dge.hs.kr/,공립,남여공학,19830110
D10,대구광역시교육청,7240458,효령고등학교,.,고등학교,특성화고,해당없음,,전기,대구광역시,대구광역시 군위군 효령면 중리길 6-25,054-380-4622,https://hr.dge.hs.kr/,공립,남여공학,19861111
D10,대구광역시교육청,7240106,효성여자고등학교,HYOSUNG GIRLS' HIGH SCHOOL,고등학교,일반고,일반계,,전기,대구광역시,대구광역시 달서구 월곡로94길 48,053-235-7000,https://hyo-sung.dge.hs.kr/,사립,여,19510831
E10,인천광역시교육청,7310207,가림고등학교,Garim High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 서구 원적로 58,032-584-1755,http://garim.icehs.kr,공립,남여공학,20030301
E10,인천광역시교육청,7310035,가정고등학교,Gajeong High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 서구 서달로 162,032-579-9188,http://gajeong.icehs.kr,공립,남여공학,19960301
E10,인천광역시교육청,7310217,가좌고등학교,Gajwa High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 서구 장고개로287번길 24,032-720-0690,http://gajwa.icehs.kr,공립,남여공학,20040301
E10,인천광역시교육청,7310346,강남영상미디어고등학교,GANGNAM VISUAL MEDIA HIGH SCHOOL,고등학교,특성화고,전문계,,전기,인천광역시,인천광역시 강화군 길상면 강화남로 57,032-937-3652,kangnam.icehs.kr,공립,남여공학,19740301
E10,인천광역시교육청,7310036,강화고등학교,Ganghwa High School,고등학교,자율고,일반계,,전기,인천광역시,인천광역시 강화군 강화읍 고비고개로 20,032-724-2300,http://ganghwahs.icehs.kr,공립,남,19450520
E10,인천광역시교육청,7310201,강화여자고등학교,Ganghwa Girls' High School,고등학교,일반고,일반계,,전기,인천광역시,인천광역시 강화군 강화읍 송악길 58,032-933-3554,http://ganghwagirls.icehs.kr,공립,여,19550325
E10,인천광역시교육청,7310203,검단고등학교,Geomdan High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 서구 검단로540번길 7,032-567-7831,http://geomdan.icehs.kr,공립,여,20020304
E10,인천광역시교육청,7310037,계산고등학교,GYESAN HIGH SCHOOL,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 계양구 주부토로 588,032-542-0687,http://gyesan.icehs.kr,공립,남,19870301
E10,인천광역시교육청,7310090,계산공업고등학교,Kyesan Technical High School,고등학교,특성화고,전문계,,전기,인천광역시,인천광역시 계양구 도두리로 47,032-552-2032,iks.icehs.kr,공립,남,19960301
E10,인천광역시교육청,7310038,계산여자고등학교,kyesan Girls' High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 계양구 계산새로 131,032-552-0273,kyesan-g.icehs.kr/,공립,여,19960301
E10,인천광역시교육청,7310039,계양고등학교,Gyeyang High School,고등학교,일반고,일반계,,후기,인천광역시,인천 계양구 계양문화로 177,032-553-4903,gy.icehs.kr,공립,남,19970301
E10,인천광역시교육청,7310067,광성고등학교,Kwang Sung High school,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 중구 참외전로244번길 47,032-760-5200,ks.icehs.kr,사립,남,19720125
E10,인천광역시교육청,7310189,교동고등학교,Kyodong High School,고등학교,일반고,일반계,,전기,인천광역시,인천광역시 강화군 교동면 교동남로 77,032-932-4127,http://kyodong.icehs.kr,공립,남여공학,19750510
E10,인천광역시교육청,7310069,대인고등학교,DAEIN High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 서구 서곶로 446,032-562-6311,http://daein.icehs.kr,사립,남,19910301
E10,인천광역시교육청,7310041,대청고등학교,Daecheong High School,고등학교,일반고,일반계,,전기,인천광역시,인천광역시 옹진군 대청면 대청로244번길 116-45,032-836-2206,idmh.icehs.kr,공립,남여공학,19790301
E10,인천광역시교육청,7310070,덕신고등학교,Duck-Shin High School,고등학교,일반고,일반계,,전기,인천광역시,인천광역시 강화군 강화읍 고비고개로 45,032-933-2974,http://duckshin.icehs.kr,사립,남여공학,19820303
E10,인천광역시교육청,7310042,덕적고등학교,DeokJeok High School,고등학교,일반고,일반계,,전기,인천광역시,인천광역시 옹진군 덕적면 덕적남로 15,032-832-9303,deokjeok.icehs.kr/main.do,공립,남여공학,19800304
E10,인천광역시교육청,7310220,도림고등학교,Do-Rim High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 남동구 서창남로 8,032-622-2430,http://dorim.icehs.kr,공립,남,20030904
E10,인천광역시교육청,7310071,동산고등학교,DongSan High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 동구 동산로 58,032-763-7827,http://dongsan.icehs.kr,사립,남,19380714
E10,인천광역시교육청,7310043,동인천고등학교,DONGINCHEON HIGH SCHOOL,고등학교,자율고,일반계,,후기,인천광역시,인천광역시 남동구 만수로75번길 71-15,032-721-3600,dih.icehs.kr,공립,남,19610301
E10,인천광역시교육청,7310072,명신여자고등학교,Myeong-shin Girls' High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 부평구 원적로 260,032-502-3088,http://msrose.icehs.kr,사립,여,19710304
E10,인천광역시교육청,7310626,문곡고등학교,Mungok High School,고등학교,특성화고,전문계,,전기,인천광역시,인천광역시 서구 청마로 52,032-428-4523,mg.icehs.kr,사립,남여공학,19750421
E10,인천광역시교육청,7310073,문일여자고등학교,MOON-IL GIRLS HIGH SCHOOL,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 남동구 구월로372번길 56,032-465-3413,http://moonil-g.icehs.kr,사립,여,19860301
E10,인천광역시교육청,7310192,문학정보고등학교,Munhak Information High School,고등학교,특성화고,전문계,,전기,인천광역시,인천광역시 미추홀구 소성로350번길 29,032-627-0777,http://munhak.icehs.kr,공립,남여공학,19970301
E10,인천광역시교육청,7310350,미추홀외국어고등학교,Michuhol Foreign Language High School,고등학교,특목고,일반계,,전기,인천광역시,인천광역시 남동구 에코중앙로 130,032-442-0963,mch.icehs.kr,공립,남여공학,20100301
E10,인천광역시교육청,7310427,박문여자고등학교,Bakmun Girls'  High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 연수구 송도과학로51번길 16 ,032-550-1940,bakmun.icehs.kr,사립,여,19510831
E10,인천광역시교육청,7310403,백령고등학교,Baeng Nyeong High School,고등학교,일반고,일반계,,전기,인천광역시,인천광역시 옹진군 백령면 백령로 708,032-836-0091,http://brmh.icehs.kr,공립,남여공학,19590601
E10,인천광역시교육청,7310044,백석고등학교,BAEK-SEOK HIGH SCHOOL,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 서구 서곶로 701,032-567-7762,http://i-baekseok.icehs.kr/,공립,남여공학,19970301
E10,인천광역시교육청,7310219,부개고등학교,Bugae High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 부평구 수변로57번길 36,032-7225-777,http://bugae.icehs.kr,공립,남여공학,20040301
E10,인천광역시교육청,7310045,부개여자고등학교,Bugae Girls' High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 부평구 부흥로 433,032-510-6700,bugaegirl.icehs.kr,공립,여,19960301
E10,인천광역시교육청,7310046,부광고등학교,Bugwang High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 부평구 화랑로 28,032-500-9100,bg.icehs.kr,공립,남,19950301
E10,인천광역시교육청,7310047,부광여자고등학교,Bugwang Girls' High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 부평구 충선로 143,032-526-3214,bgg.icehs.kr,공립,여,19871230
E10,인천광역시교육청,7310048,부평고등학교,Bupyeong High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 부평구 부흥북로 43,032-526-3204,http://bupyeong.icehs.kr,공립,남,19720306
E10,인천광역시교육청,7310093,부평공업고등학교,Bupyeong Technical High School,고등학교,특성화고,전문계,,전기,인천광역시,인천광역시 부평구 주부토로 194,032-526-0731,http://pth.icehs.kr,공립,남,19940301
E10,인천광역시교육청,7310049,부평여자고등학교,Bupyeong Girls' High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 부평구 부흥로243번길 44,032-526-6432,http://bgh.icehs.kr,공립,여,19820301
E10,인천광역시교육청,7310212,산마을고등학교,SANMAEUL HIGH SCHOOL,고등학교,특성화고,일반계,,전기,인천광역시,인천광역시 강화군 양도면 강화남로1002번길 73-29,032-937-9801,http://sanmaeul.icehs.kr/,사립,남여공학,20000301
E10,인천광역시교육청,7310190,삼산고등학교,Samsan High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 부평구 영성중로 54,032-512-9514,http://samsan.icehs.kr,공립,남여공학,20010301
E10,인천광역시교육청,7310050,서도고등학교,Seodo High School,고등학교,일반고,일반계,,전기,인천광역시,인천광역시 강화군 서도면 주문도길 173,032-932-7005,seodo.icehs.kr,공립,남여공학,19810302
E10,인천광역시교육청,7310204,서운고등학교,SEOWOON HIGH School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 계양구 아나지로 481,032-542-2942,http://seowoon.icehs.kr,공립,남여공학,20020301
E10,인천광역시교육청,7310075,서인천고등학교,Seoincheon High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 서구 서곶로 475,032-562-0012,sic.icehs.kr,사립,남여공학,19841201
E10,인천광역시교육청,7310051,석정여자고등학교,SeokJeong Girls High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 남동구 방축로469번길 27,032-720-7200,sj.icehs.kr/,공립,여,19980301
E10,인천광역시교육청,7310052,선인고등학교,Sunin High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 미추홀구 석정로 165,032-761-6124,http://sunin.icehs.kr,공립,남,19540705
E10,인천광역시교육청,7310077,세일고등학교,Seil High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 부평구 원적로 245,032-515-0972,seilhs.icehs.kr,사립,남,19821026
E10,인천광역시교육청,7310078,송도고등학교,SONG-DO HIGH SCHOOL,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 연수구 독배로 91,032-627-4080,songdo.icehs.kr,사립,남,19061003
E10,인천광역시교육청,7310079,숭덕여자고등학교,Soongduk Girls' High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 남동구 만수로73번길 20-23,032-462-5296,soongduk.icehs.kr,사립,여,19860303
E10,인천광역시교육청,7310080,신명여자고등학교,Shinmyung Girls' High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 남동구 용천로205번길 42,032-422-0331,http://shinmyung.icehs.kr,사립,여,19721229
E10,인천광역시교육청,7310250,신송고등학교,Shinsong High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 연수구 신송로6번길 56,032-851-1612,http://shinsong-h.icehs.kr,공립,남,20050301
E10,인천광역시교육청,7310214,안남고등학교,Annam High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 계양구 아나지로308번길 9,032-555-4280,annam.icehs.kr/,공립,남여공학,20040301
E10,인천광역시교육청,7310053,연수고등학교,Yeonsu High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 연수구 원인재로 145,032-817-0052,http://yeonsu-h.icehs.kr/main.do,공립,남,19950301
E10,인천광역시교육청,7310054,연수여자고등학교,Yeonsu Girls High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 연수구 먼우금로141번길 9,032-457-1234,http://yeonsug.icehs.kr,공립,여,19950817
E10,인천광역시교육청,7310055,연평고등학교,Yeonpyeong High School,고등학교,일반고,일반계,,전기,인천광역시,인천광역시 옹진군 연평면 연평로 137번길,032-627-1819,http://ypschool.icehs.kr,공립,남여공학,19790301
E10,인천광역시교육청,7310261,영종국제물류고등학교,Yeong-Jong International Logistics High School,고등학교,특성화고,전문계,,전기,인천광역시,인천광역시 중구 운남서로10번길 1,032-746-4400,http://yjil.icehs.kr,공립,남여공학,19711231
E10,인천광역시교육청,7310560,영화국제관광고등학교,Younghwa International Tourism High School,고등학교,특성화고,전문계,,전기,인천광역시,인천광역시 동구 우각로 39,032-764-7920,http://younghwa.icehs.kr,사립,여,19661117
E10,인천광역시교육청,7310216,옥련여자고등학교,Ongnyeon Girls' High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 연수구 옥골로 77,032-650-3000,ongnyeon-gh.icehs.kr,공립,여,20040301
E10,인천광역시교육청,7310082,인명여자고등학교,Inmyong Girls' High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 미추홀구 문화로 11,032-439-6083,http://inmyong.icehs.kr,사립,여,19880630
E10,인천광역시교육청,7310083,인성여자고등학교,Insung Girls' High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 중구 홍예문로 39,032-762-8506,insunghs.icehs.kr,사립,여,19610207
E10,인천광역시교육청,7310056,인일여자고등학교,IN-IL GIRLS HIGH SCHOOL,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 중구 참외전로72번길 10,032-764-6681,inil.icehs.kr,공립,여,19610228
E10,인천광역시교육청,7310084,인제고등학교,INJE High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 남동구 석산로197번길 19,032-422-6681,inje.icehs.kr,사립,남,19821026
E10,인천광역시교육청,7310057,인천고등학교,IN-CHEON HIGH SCHOOL,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 미추홀구 경원대로 804,032-451-0500,http://incheon.icehs.kr,공립,남,18950627
E10,인천광역시교육청,7310348,인천고잔고등학교,INCHEON GOJAN HIGH SCHOOL,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 남동구 에코중앙로 117,032-430-2400,http://gojan.icehs.kr,공립,여,20100301
E10,인천광역시교육청,7310205,인천공항고등학교,Incheon Gonghang High School,고등학교,자율고,일반계,,전기,인천광역시,인천광역시 중구 신도시북로 20,032-746-2363,http://gonghang-h.icehs.kr,공립,남여공학,20020305
E10,인천광역시교육청,7310058,인천과학고등학교,Incheon Science High School,고등학교,특목고,일반계,과학계열,전기,인천광역시,인천광역시 중구 영종대로277번길 74-37,032-746-8302,http://i-science.icehs.kr,공립,남여공학,19940303
E10,인천광역시교육청,7310449,인천과학예술영재학교,Incheon Academy of Science and Arts,고등학교,특목고,일반계,과학계열,전기,인천광역시,인천광역시 연수구 아카데미로 192,032-890-6700,iasa.icehs.kr,공립,남여공학,20160301
E10,인천광역시교육청,7310334,인천국제고등학교,Incheon International High School,고등학교,특목고,일반계,,전기,인천광역시,인천광역시 중구 영종대로277번길 74-40,032-745-4500,http://ii.icehs.kr,공립,남여공학,20080301
E10,인천광역시교육청,7310475,인천금융고등학교,Incheon Finance High School,고등학교,특성화고,전문계,,전기,인천광역시,인천광역시 남동구 함박뫼로 438-9,032-465-6503,finance.icehs.kr,사립,여,19740115
E10,인천광역시교육청,7310100,인천기계공업고등학교,Incheon Mechanical Technical High School,고등학교,특성화고,전문계,,전기,인천광역시,인천광역시 미추홀구 한나루로 545,032-865-9801,http://ingigong.icehs.kr,공립,남,19400510
E10,인천광역시교육청,7310059,인천남고등학교,Incheon Nam High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 남동구 석정로551번길 41,032-722-1500,inam.icehs.kr,공립,남,19550427
E10,인천광역시교육청,7310339,인천남동고등학교,Incheon Namdong High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 남동구 은봉로 283,032-421-2982,http://namdong.icehs.kr,공립,남,20080301
E10,인천광역시교육청,7310256,인천논현고등학교,Incheon Nonhyeon High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 남동구 청능대로611번길 54,032-446-0634,http://nh.icehs.kr,공립,여,20060301
E10,인천광역시교육청,7310068,인천대건고등학교,Incheon Daegun High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 연수구 능허대로 437,032-822-0451,idg.icehs.kr,사립,남,19531105
E10,인천광역시교육청,7310563,인천대중예술고등학교,Incheon Popular Arts High School,고등학교,특성화고,전문계,,전기,인천광역시,인천광역시 미추홀구 석정로 165,032-764-7031,ipa.icehs.kr,공립,남여공학,19711227
E10,인천광역시교육청,7310191,인천디자인고등학교,Incheon Design High School,고등학교,특성화고,전문계,,전기,인천광역시,인천광역시 서구 대평로56번길 10,032-560-1500,indigo.icehs.kr,공립,남여공학,19950301
E10,인천광역시교육청,7310452,인천마전고등학교,INCHEON MAJEON HIGH SCHOOL,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 서구 마전로 74,032-569-4163,majeon.icehs.kr,공립,남,20160301
E10,인천광역시교육청,7310332,인천만수고등학교,Incheon Mansu high school,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 남동구 장승로 91,032-473-0372,ims.icehs.kr,공립,남,20080301
E10,인천광역시교육청,7310480,인천미래생활고등학교,INCHEON CREATIVE LIVING HIGH SCHOOL,고등학교,특성화고,전문계,,전기,인천광역시,인천광역시 부평구 수변로 165,032-361-3697,http://icl.icehs.kr,공립,여,19960301
E10,인천광역시교육청,7310593,인천바이오과학고등학교,Incheon BIO Science High School,고등학교,특성화고,전문계,,전기,인천광역시,인천광역시 연수구 용담로 12,032-817-0121,http://bio.icehs.kr,공립,남여공학,19950301
E10,인천광역시교육청,7310624,인천반도체고등학교,Incheon Semiconductor High School,고등학교,특성화고,전문계,,전기,인천광역시,인천광역시 중구 참외전로 192,032-770-0720,isc.icehs.kr,공립,남여공학,19950301
E10,인천광역시교육청,7310455,인천보건고등학교,Incheon Health High School,고등학교,특성화고,전문계,,전기,인천광역시,인천광역시 서구 서달로 58-16,032-570-9000,ihealth.icehs.kr,사립,남여공학,19720215
E10,인천광역시교육청,7310248,인천부흥고등학교,Incheon Buheung High School,고등학교,일반고,일반계,,후기,인천광역시,인천광역시 부평구 수변로57번길 61,032-505-9052,http://buheung.icehs.kr,공립,남여공학,20050301
